time,p1_x,p1_y,p2_x,p2_y,p1_angle,p2_angle,distance
10/23/2020 9:14:29 PM,-0.36859,3.288922,-1.223199,1.317296,71.1863019301284,32.1020426344516,2.14887543304795
10/23/2020 9:14:29 PM,-0.321078270729255,3.42296859119811,-1.10569241513102,1.22184861508221,61.275664095583,31.8605837680247,2.3367816553653
10/23/2020 9:14:30 PM,-0.228085143771218,3.44364155217293,-1.04016691437634,1.18453358918119,57.4246806000457,29.7271540228266,2.40063441419176
10/23/2020 9:14:30 PM,-0.0712403965307175,3.3890160338098,-1.03991553843401,1.28407671085353,57.4344004648701,26.993756994624,2.31713208166236
10/23/2020 9:14:31 PM,-0.0354913674014753,3.52236312532566,-1.09360629935383,1.49338732353834,55.1866913297574,30.1790253928461,2.28830723755772
10/23/2020 9:14:31 PM,-0.0338503426210714,3.6116770600222,-1.10002149816578,1.60857172710677,53.6758318110649,32.8517326725486,2.26917427882254
10/23/2020 9:14:32 PM,-0.023392821646065,3.61628910558359,-1.05457427283273,1.73999760333519,53.9129321130459,35.1543224404082,2.14098224810039
10/23/2020 9:14:32 PM,-0.02618792970285,3.58674871440497,-1.09098212780949,1.86868870491122,57.6247946055134,36.5673200913106,2.02126615776924
10/23/2020 9:14:33 PM,-0.0299516894814294,3.57416222725714,-1.27661507706706,2.03736076469766,65.3092077651459,36.3548667832756,1.97887047005898
10/23/2020 9:14:33 PM,-0.0216288700389916,3.58361238360706,-1.27833425898055,2.16221459903931,67.1861890516899,37.7641083658123,1.89728229227199
10/23/2020 9:14:34 PM,-0.0113928278807446,3.58852224790608,-1.17407763616534,2.29788754086696,67.1788699673982,41.1014488882419,1.73711655061764
10/23/2020 9:14:34 PM,-0.0148807955551522,3.58504889402133,-1.1637201562109,2.44436902842272,70.5896135875165,42.8806820906907,1.61894485155424
10/23/2020 9:14:35 PM,-0.0188500727733625,3.58355560068162,-1.18998872396988,2.62643831779355,76.3294418432567,43.5362091775503,1.51249437471002
10/23/2020 9:14:35 PM,-0.0110212977879002,3.58871571182524,-1.16101648705954,2.6955710597214,77.309689991689,44.5499184735899,1.45608938768525
10/23/2020 9:14:36 PM,-0.00743935012100451,3.59155932548558,-1.0828080704947,2.63139164665739,73.1717645287456,46.5061468896498,1.44164484399746
10/23/2020 9:14:36 PM,-0.00327456153573734,3.59391436464302,-1.04426778183291,2.56232951953856,69.9657169656749,47.0512198205002,1.46554910438166
10/23/2020 9:14:37 PM,-0.0127299764213888,3.59900535889016,-1.04225597776821,2.51093991574762,68.4274329256146,46.9899192966909,1.49793531102319
10/23/2020 9:14:37 PM,-0.0234515484716737,3.61233340726622,-1.03282216983798,2.53367974545861,68.3007037090527,48.1591643131435,1.47726868693829
10/23/2020 9:14:38 PM,-0.0244564605986828,3.61498073250471,-0.957881116995078,2.62603838658077,68.5367766667728,51.5953480292998,1.35988549250673
10/23/2020 9:14:38 PM,-0.0287227213937872,3.62322345711566,-0.891933055562463,2.7154617468547,68.7662066783021,55.2402155215794,1.25266252583507
10/23/2020 9:14:39 PM,-0.025422468613842,3.62581910655036,-0.869727265026546,2.67782809472518,66.7076429026189,55.7081169341668,1.26946348815034
10/23/2020 9:14:39 PM,-0.0206953552783782,3.62214314233441,-0.854391481729097,2.43860561234762,60.0534437131236,52.2433026359906,1.44769137461897
10/23/2020 9:14:40 PM,-0.0166970780297303,3.6114485848976,-0.819747270591856,2.2549977930735,55.5595774872429,48.8566361957613,1.57634017978807
10/23/2020 9:14:40 PM,-0.021894189839867,3.59903669532754,-0.786692163782057,2.18718576264317,53.845764904997,47.8912747544902,1.60568957057951
10/23/2020 9:14:41 PM,-0.0180279321604606,3.61073023285433,-0.776064588752338,2.19726079678267,53.2080791793988,48.44920525319,1.60390630008293
10/23/2020 9:14:41 PM,-0.00742107605327196,3.63025421671949,-0.749777820756232,2.28287125292682,53.0305113913337,51.2910655922649,1.53835444144862
10/23/2020 9:14:42 PM,-0.0100502358491217,3.62363850938052,-0.686887551418252,2.46825776270236,54.7769325756304,58.1057053436164,1.33903451095982
10/23/2020 9:14:42 PM,-0.00536615621214869,3.60943261949465,-0.667630788212521,2.59528020800362,57.635554994054,61.5196228730688,1.21123885197415
10/23/2020 9:14:43 PM,-0.00740331069845517,3.60488931898422,-0.702648775103611,2.61768937551507,59.8217263361601,60.433576175997,1.20744771487689
10/23/2020 9:14:43 PM,-0.0125192562363207,3.60678280156581,-0.760771107189116,2.55971545683538,60.3977311050395,57.1615094746842,1.28694633021549
10/23/2020 9:14:44 PM,-0.022325224606926,3.60798126574973,-0.799332696246491,2.49631208475239,60.1919990272451,54.8855348658997,1.35629973787618
10/23/2020 9:14:44 PM,-0.0221765350574959,3.60592843209539,-0.842680245836034,2.38457186767883,59.1679534905927,51.1933633669845,1.47137289523926
10/23/2020 9:14:45 PM,-0.0164867182825975,3.62192295765544,-0.855801492287836,2.28317456554313,56.8046189420277,48.8287192029047,1.58009384127866
10/23/2020 9:14:45 PM,-0.0196047098869368,3.64026474614329,-0.72529322483707,2.17170240562729,50.163863710841,49.3351282602099,1.6293163069565
10/23/2020 9:14:46 PM,-0.299067845830391,3.56330852252525,-0.582639943762425,2.01085446879073,47.2761277321672,55.3346017719256,1.57814027376603
10/23/2020 9:14:46 PM,-0.428734794134427,3.53651915164956,-0.52728714480878,1.75690382074248,45.030472126182,50.949895493656,1.78234208047248
10/23/2020 9:14:47 PM,-0.440223593947369,3.51972994054908,-0.519147736639648,1.53599697018565,44.955395294919,44.3144418853649,1.98530237445247
